poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,endorsed_candidate_id,endorsed_candidate_name,endorsed_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,url_article,url_topline,url_crosstab,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,ranked_choice_round,hypothetical,party,answer,candidate_id,candidate_name,pct,earliest_date,days_after_earliest
88961,568,YouGov,133,CBS News,YouGov,391,YouGov,3,-1.1,Online Panel,9,National,10/23/24,2024-10-25,NA,NA,NA,NA,NA,NA,214407,2154,lv,NA,lv,NA,10/27/24 10:42,NA,https://www.cbsnews.com/news/trump-harris-poll-gender-gap/,https://www.cbsnews.com/news/trump-harris-poll-gender-gap/,NA,https://www.scribd.com/document/784786236/cbsnews-20241027-1-SUN,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,49,2022-09-14,772
88956,1102,Emerson,NA,NA,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,National,10/23/24,2024-10-24,NA,NA,NA,NA,NA,NA,214352,1000,lv,NA,lv,NA,10/26/24 10:05,NA,https://emersoncollegepolling.com/october-2024-national-poll-trump-49-harris-49/,https://emersoncollegepolling.com/october-2024-national-poll-trump-49-harris-49/,NA,https://docs.google.com/spreadsheets/d/1-lCMd8bb4RhCvL8zkLiulKvxWAYCN8ov/edit?gid=301016065#gid=301016065,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,49.3,2022-09-14,771
88930,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,National,10/20/24,2024-10-23,NA,NA,NA,NA,NA,NA,214105,2516,rv,NA,rv,NA,10/25/24 08:57,NA,https://www.nytimes.com/2024/10/25/us/politics/poll-harris-trump-times-siena.html,https://www.nytimes.com/2024/10/25/us/politics/poll-harris-trump-times-siena.html,https://www.nytimes.com/interactive/2024/10/25/us/elections/times-siena-poll-toplines.html,https://www.nytimes.com/interactive/2024/10/25/us/elections/times-siena-poll-crosstabs.html,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,47,2022-09-14,770
88930,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,National,10/20/24,2024-10-23,NA,NA,NA,NA,NA,NA,214106,2516,rv,NA,rv,NA,10/25/24 08:57,NA,https://www.nytimes.com/2024/10/25/us/politics/poll-harris-trump-times-siena.html,https://www.nytimes.com/2024/10/25/us/politics/poll-harris-trump-times-siena.html,https://www.nytimes.com/interactive/2024/10/25/us/elections/times-siena-poll-toplines.html,https://www.nytimes.com/interactive/2024/10/25/us/elections/times-siena-poll-crosstabs.html,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,46,2022-09-14,770
88930,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,National,10/20/24,2024-10-23,NA,NA,NA,NA,NA,NA,214107,2516,lv,NA,lv,NA,10/25/24 08:57,NA,https://www.nytimes.com/2024/10/25/us/politics/poll-harris-trump-times-siena.html,https://www.nytimes.com/2024/10/25/us/politics/poll-harris-trump-times-siena.html,https://www.nytimes.com/interactive/2024/10/25/us/elections/times-siena-poll-toplines.html,https://www.nytimes.com/interactive/2024/10/25/us/elections/times-siena-poll-crosstabs.html,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,48,2022-09-14,770
88930,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,National,10/20/24,2024-10-23,NA,NA,NA,NA,NA,NA,214108,2516,lv,NA,lv,NA,10/25/24 08:57,NA,https://www.nytimes.com/2024/10/25/us/politics/poll-harris-trump-times-siena.html,https://www.nytimes.com/2024/10/25/us/politics/poll-harris-trump-times-siena.html,https://www.nytimes.com/interactive/2024/10/25/us/elections/times-siena-poll-toplines.html,https://www.nytimes.com/interactive/2024/10/25/us/elections/times-siena-poll-crosstabs.html,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,47,2022-09-14,770
88951,1866,CNN/SSRS,NA,NA,CNN/SSRS,844,CNN,2.8,-0.6,Probability Panel,10,National,10/20/24,2024-10-23,NA,NA,NA,NA,NA,NA,214258,1704,lv,NA,lv,NA,10/25/24 12:39,NA,https://www.cnn.com/2024/10/25/politics/cnn-poll-harris-trump/index.html,https://www.cnn.com/2024/10/25/politics/cnn-poll-harris-trump/index.html,NA,https://s3.documentcloud.org/documents/25252151/cnn-poll-on-2024-presidential-race.pdf,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,47,2022-09-14,770
88951,1866,CNN/SSRS,NA,NA,CNN/SSRS,844,CNN,2.8,-0.6,Probability Panel,10,National,10/20/24,2024-10-23,NA,NA,NA,NA,NA,NA,214259,1704,rv,NA,rv,NA,10/25/24 12:39,NA,https://www.cnn.com/2024/10/25/politics/cnn-poll-harris-trump/index.html,https://www.cnn.com/2024/10/25/politics/cnn-poll-harris-trump/index.html,NA,https://s3.documentcloud.org/documents/25252151/cnn-poll-on-2024-presidential-race.pdf,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,46,2022-09-14,770
88872,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,National,10/19/24,2024-10-22,NA,NA,NA,NA,NA,NA,213743,1422,rv,NA,rv,NA,10/23/24 09:11,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_O3e18LR.pdf,NA,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_O3e18LR.pdf,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,46,2022-09-14,769
88872,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,National,10/19/24,2024-10-22,NA,NA,NA,NA,NA,NA,213744,1293,lv,NA,lv,NA,10/23/24 09:11,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_O3e18LR.pdf,NA,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_O3e18LR.pdf,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,46,2022-09-14,769
